sport,epreuve,classement,medaille,equipe,participant,resultats,note
Judo,Plus de 100kg h,3,B,TJK,Temur RAKHIMOV,,
Judo,Plus de 100kg h,4,B,UZB,Alisher YUSUPOV,,
Judo,Plus de 100kg h,5,=5,CUB,Andy GRANDA,,
Judo,Plus de 100kg h,6,=5,JPN,Tatsuru Saito,,
Judo,Plus de 100kg h,7,=7,AZE,Ushangi KOKAURI,,
Judo,Plus de 100kg h,8,=7,GEO,Guram TUSHISHVILI,,
Judo,Plus de 100kg h,9,=9,CZE,Lukas KRPALEK,,
Judo,Plus de 100kg h,10,=9,FIN,Martti PUUMALAINEN,,
Judo,Plus de 100kg h,11,=9,GER,Erik ABRAMOV,,
Judo,Plus de 100kg h,12,=9,MON,Marvin GADEAU,,
Judo,Plus de 100kg h,13,=9,SEN,Mbagnick NDIAYE,,
Judo,Plus de 100kg h,14,=9,SVK,Marius FIZEL,,
Judo,Plus de 100kg h,15,=9,TUR,Ibrahim TATAROGLU,,
Judo,Plus de 100kg h,16,=9,UAE,Magomedomar MAGOMEDOMAROV,,
Judo,Plus de 100kg h,17,=17,ALG,Mohamed El Mehdi LILI,,
Judo,Plus de 100kg h,18,=17,BRA,Rafael SILVA,,
Judo,Plus de 100kg h,19,=17,FIJ,Gerard TAKAYAWA,,
Judo,Plus de 100kg h,20,=17,GBS,Bubacar MANE,,
Judo,Plus de 100kg h,21,=17,MGL,Tsetsentsengel ODKHUU,,
Judo,Plus de 100kg h,22,=17,NED,Jelle SNIPPE,,
Judo,Plus de 100kg h,23,=17,SLO,Enej MARINIC,,
Plongeon,10m plateforme hommes,1,O,CHN,Yuan CAO,547.50,
Plongeon,10m plateforme hommes,2,A,JPN,Rikuto TAMAI,507.65,
Plongeon,10m plateforme hommes,3,B,GBR,Noah WILLIAMS,497.35,
Plongeon,10m plateforme hommes,4,4,AUS,Cassiel ROUSSEAU,481.00,
Plongeon,10m plateforme hommes,5,5,MEX,Randal WILLARS VALDEZ,478.40,
Plongeon,10m plateforme hommes,6,6,GER,Timo BARTHEL,446.20,
Plongeon,10m plateforme hommes,7,7,CAN,Rylan WIENS,445.60,
Plongeon,10m plateforme hommes,8,8,UKR,Oleksii SEREDA,426.90,
Plongeon,10m plateforme hommes,9,9,MEX,Kevin BERLIN REYES,420.65,
Plongeon,10m plateforme hommes,10,10,CAN,Nathan ZSOMBOR-MURRAY,404.90,
Plongeon,10m plateforme hommes,11,11,GBR,Kyle KOTHARI,401.55,
Plongeon,10m plateforme hommes,12,12,CHN,Hao YANG,390.20,
Plongeon,10m plateforme hommes,13,13,ITA,Riccardo GIOVANNINI,,
Plongeon,10m plateforme hommes,14,14,POL,Robert LUKASZEWICZ,,
Plongeon,10m plateforme hommes,15,15,ITA,Andreas Sargent LARSEN,,
Plongeon,10m plateforme hommes,16,16,AUS,Jaxon BOWSHIRE,,
Plongeon,10m plateforme hommes,17,17,USA,Brandon LOSCHIAVO,,
Plongeon,10m plateforme hommes,18,18,KOR,Jungwhi SHIN,,
Plongeon,10m plateforme hommes,19,19,USA,Carson TYLER,,
Plongeon,10m plateforme hommes,20,20,COL,Alejandro SOLARTE,,
Plongeon,10m plateforme hommes,21,21,UZB,Igor MYALIN,,
Plongeon,10m plateforme hommes,22,22,PRK,Yong Myong IM,,
Plongeon,10m plateforme hommes,23,23,AUT,Anton KNOLL,,
Plongeon,10m plateforme hommes,24,24,KOR,Yeongtaek KIM,,
Plongeon,10m plateforme hommes,25,25,MAS,Bertrand Rhodict ANAK LISES,,
Plongeon,10m plateforme hommes,26,26,EGY,Ramez SOBHY,,
Lutte,Lutte greco romaine 87kg hommes,1,O,BUL,Semen Sergeevich NOVIKOV,12,
Lutte,Lutte greco romaine 87kg hommes,2,A,IRI,Alireza MOHMADIPIANI,11,
Lutte,Lutte greco romaine 87kg hommes,3,B,UKR,Zhan BELENIUK,10,
Lutte,Lutte greco romaine 87kg hommes,4,B,DEN,Turpal Ali BISULTANOV,7,
Lutte,Lutte greco romaine 87kg hommes,5,=5,POL,Arkadiusz Marcin KULYNYCZ,8,
Lutte,Lutte greco romaine 87kg hommes,6,=5,HUN,David LOSONCZI,8,
Lutte,Lutte greco romaine 87kg hommes,7,7,KAZ,Nursultan TURSYNOV,5,
Lutte,Lutte greco romaine 87kg hommes,8,8,SRB,Aleksandr Andreevitch KOMAROV,5,
Lutte,Lutte greco romaine 87kg hommes,9,9,GEO,Lasha GOBADZE,4,
Lutte,Lutte greco romaine 87kg hommes,10,10,TUR,Ali CENGIZ,1,
Lutte,Lutte greco romaine 87kg hommes,11,11,AZE,Rafig HUSEYNOV,1,
Lutte,Lutte greco romaine 87kg hommes,12,12,ALG,Bachir SID AZARA,1,
Lutte,Lutte greco romaine 87kg hommes,13,13,CHN,Haitao QIAN,1,
Lutte,Lutte greco romaine 87kg hommes,14,14,EGY,Mohamed METWALLY,1,
Lutte,Lutte greco romaine 87kg hommes,15,15,COL,Carlos Andres MUNOZ JARAMILLO,1,
Lutte,Lutte greco romaine 87kg hommes,16,16,USA,Payton Jon JACOBSON,0,
Cyclisme-bmx-racing,Femme,1,O,AUS,Saya SAKAKIBARA,34.231,
Cyclisme-bmx-racing,Femme,2,A,NED,Manon VEENSTRA,34.954,
Cyclisme-bmx-racing,Femme,3,B,SUI,Zoe CLAESSENS,35.060,
Cyclisme-bmx-racing,Femme,4,4,NED,Laura SMULDERS,35.745,
Cyclisme-bmx-racing,Femme,5,5,CAN,Molly SIMPSON,35.833,
Cyclisme-bmx-racing,Femme,6,6,USA,Alise WILLOUGHBY,36.171,
Cyclisme-bmx-racing,Femme,7,7,FRA,Axelle ETIENNE,36.273,
Cyclisme-bmx-racing,Femme,8,8,GBR,Bethany SHRIEVER,36.496,
Cyclisme-bmx-racing,Femme,9,9,COL,Mariana PAJÓN,,
Cyclisme-bmx-racing,Femme,10,10,AUS,Lauren REYNOLDS,,
Cyclisme-bmx-racing,Femme,11,11,USA,Daleny VAUGHN,,
Cyclisme-bmx-racing,Femme,12,12,NED,Merel SMULDERS,,
Cyclisme-bmx-racing,Femme,13,13,SUI,Nadine AEBERHARD,,
Cyclisme-bmx-racing,Femme,14,14,COL,Gabriela BOLLE CARRILLO,,
Cyclisme-bmx-racing,Femme,15,15,DEN,Malene KEJLSTRUP,,
Cyclisme-bmx-racing,Femme,16,16,JPN,Sae HATAKEYAMA,,
Cyclisme-bmx-racing,Femme,17,17,BEL,Aiko GOMMERS,,
Cyclisme-bmx-racing,Femme,18,18,NZL,Leila WALKER,,
Cyclisme-bmx-racing,Femme,19,19,BRA,Paola REIS SANTOS,,
Cyclisme-bmx-racing,Femme,20,20,LAT,Veronika Monika STURISKA,,
Cyclisme-bmx-racing,Femme,21,21,GER,Alina BECK,,
Cyclisme-bmx-racing,Femme,22,22,USA,Felicia STANCIL,,
Cyclisme-bmx-racing,Femme,23,23,ARU,Shanayah HOWELL,,
Cyclisme-bmx-racing,Femme,24,24,RSA,Miyanda MASETI,,
Cyclisme-sur-piste,Omnium hommes,1,O,FRA,Benjamin THOMAS,164,
Cyclisme-sur-piste,Omnium hommes,2,A,POR,Iuri LEITAO,153,
Cyclisme-sur-piste,Omnium hommes,3,B,BEL,Fabio VAN DEN BOSSCHE,131,
Cyclisme-sur-piste,Omnium hommes,4,4,ESP,Albert TORRES BARCELO,127,
Cyclisme-sur-piste,Omnium hommes,5,5,NZL,Aaron GATE,123,
Cyclisme-sur-piste,Omnium hommes,6,6,JPN,Kazushige KUBOKI,113,
Cyclisme-sur-piste,Omnium hommes,7,7,GER,Tim Torn TEUTENBERG,98,
Cyclisme-sur-piste,Omnium hommes,8,8,GBR,Ethan HAYTER,97,
Cyclisme-sur-piste,Omnium hommes,9,9,ITA,Elia VIVIANI,97,
Cyclisme-sur-piste,Omnium hommes,10,10,DEN,Niklas LARSEN,84,
Cyclisme-sur-piste,Omnium hommes,11,11,SUI,Alex VOGEL,62,
Cyclisme-sur-piste,Omnium hommes,12,12,CZE,Jan VONES,56,
Cyclisme-sur-piste,Omnium hommes,13,13,AUT,Tim WAFLER,55,
Cyclisme-sur-piste,Omnium hommes,14,14,AUS,Sam WELSFORD,52,
Cyclisme-sur-piste,Omnium hommes,15,15,NED,Jan-Willem VAN SCHIP,51,
Cyclisme-sur-piste,Omnium hommes,16,16,USA,Grant KOONTZ,42,
Cyclisme-sur-piste,Omnium hommes,17,17,COL,Fernando GAVIRIA RENDON,42,
Cyclisme-sur-piste,Omnium hommes,18,18,POL,Alan BANASZEK,41,
Cyclisme-sur-piste,Omnium hommes,19,19,CAN,Dylan BIBIC,29,
Cyclisme-sur-piste,Omnium hommes,20,20,INA,Bernard Benyamin VAN AERT,-31,
Cyclisme-sur-piste,Omnium hommes,21,21,MEX,Ricardo PENA SALAS,-33,
Cyclisme-sur-piste,Omnium hommes,22,22,EGY,Youssef Ahmed Zaky ABOUELHASSAN,-66,
Lutte,Lutte libre 62kg femmes,1,O,JPN,Sakura MOTOKI,18,
Lutte,Lutte libre 62kg femmes,2,A,UKR,Iryna KOLIADENKO,10,
Lutte,Lutte libre 62kg femmes,3,B,KGZ,Aisuluu TYNYBEKOVA,10,
Lutte,Lutte libre 62kg femmes,4,B,NOR,Grace Jacob BULLEN,12,
Lutte,Lutte libre 62kg femmes,5,=5,MGL,Orkhon PUREVDORJ,5,
Lutte,Lutte libre 62kg femmes,6,=5,CAN,Ana Paula GODINEZ GONZALEZ,6,
Lutte,Lutte libre 62kg femmes,7,7,USA,Kayla Colleen Kiyoko MIRACLE,5,
Lutte,Lutte libre 62kg femmes,8,8,BUL,Bilyana Zhivkova DUDOVA,5,
Lutte,Lutte libre 62kg femmes,9,9,GER,Luisa Helga Gerda NIEMESCH,3,
Lutte,Lutte libre 62kg femmes,10,10,SWE,Sara Johanna LINDBORG,1,
Lutte,Lutte libre 62kg femmes,11,11,FRA,Ameline DOUARRE,1,
Lutte,Lutte libre 62kg femmes,12,12,TUR,Nesrin BAS,1,
Lutte,Lutte libre 62kg femmes,13,13,TUN,Siwar BOUSETA,1,
Lutte,Lutte libre 62kg femmes,14,14,NGR,Esther Omolayo KOLAWOLE,1,
Lutte,Lutte libre 62kg femmes,15,15,KOR,Hanbit LEE,0,
Lutte,Lutte libre 62kg femmes,16,16,ROU,Kriszta Tunde INCZE,0,
Escalade,Bloc et difficulte femmes,1,O,SLO,Janja GARNBRET,,
Escalade,Bloc et difficulte femmes,2,A,USA,Brooke RABOUTOU,,
Escalade,Bloc et difficulte femmes,3,B,AUT,Jessica PILZ,,
Escalade,Bloc et difficulte femmes,4,4,JPN,MORI Ai,,
Escalade,Bloc et difficulte femmes,5,5,GBR,Erin MCNEICE,,
Escalade,Bloc et difficulte femmes,6,6,KOR,SEO Chae-hyun,,
Escalade,Bloc et difficulte femmes,7,7,AUS,Oceania MACKENZIE,,
Escalade,Bloc et difficulte femmes,8,8,FRA,Oriane BERTONE,,
Escalade,Bloc et difficulte femmes,9,9,JPN,Miho NONAKA,,
Escalade,Bloc et difficulte femmes,10,10,CHN,Zhilu LUO,,
Escalade,Bloc et difficulte femmes,11,11,USA,Natalia GROSSMAN,,
Escalade,Bloc et difficulte femmes,12,12,ITA,Camilla MORONI,,
Escalade,Bloc et difficulte femmes,13,13,CHN,Yuetong ZHANG,,
Escalade,Bloc et difficulte femmes,14,14,FRA,Zelia AVEZOU,,
Escalade,Bloc et difficulte femmes,15,15,UKR,Ievgeniia KAZBEKOVA,,
Escalade,Bloc et difficulte femmes,16,16,GER,Lucia DOERFFEL,,
Escalade,Bloc et difficulte femmes,17,17,SLO,Mia KRAMPL,,
Escalade,Bloc et difficulte femmes,18,18,ITA,Laura ROGORA,,
Escalade,Bloc et difficulte femmes,19,19,GBR,Molly THOMPSON-SMITH,,
Escalade,Bloc et difficulte femmes,20,20,RSA,Lauren MUKHEIBIR,,
Rugby-a-7,Homme,1,O,N/A,France,,
Rugby-a-7,Homme,2,A,N/A,Fidji,,
Rugby-a-7,Homme,3,B,N/A,Afrique du Sud,,
Rugby-a-7,Homme,4,4,N/A,Australie,,
Rugby-a-7,Homme,5,5,N/A,Nouvelle-Zélande,,
Rugby-a-7,Homme,6,6,N/A,Irlande,,
Rugby-a-7,Homme,7,7,N/A,Argentine,,
Rugby-a-7,Homme,8,8,N/A,États-Unis d'Amérique,,
Rugby-a-7,Homme,9,9,N/A,Kenya,,
Rugby-a-7,Homme,10,10,N/A,Samoa,,
Rugby-a-7,Homme,11,11,N/A,Uruguay,,
Rugby-a-7,Homme,12,12,N/A,Japon,,
Cyclisme-sur-piste,Sprint femmes,1,O,NZL,Ellesse ANDREWS,10.108,
Cyclisme-sur-piste,Sprint femmes,2,A,GER,Lea Sophie FRIEDRICH,10.029,
Cyclisme-sur-piste,Sprint femmes,3,B,GBR,Emma FINUCANE,10.067,
Cyclisme-sur-piste,Sprint femmes,4,4,NED,Hetty VAN DE WOUW,10.263,
Cyclisme-sur-piste,Sprint femmes,5,5,GBR,Sophie CAPEWELL,10.132,
Cyclisme-sur-piste,Sprint femmes,6,6,GER,Emma HINZE,10.198,
Cyclisme-sur-piste,Sprint femmes,7,7,COL,Martha BAYONA PINEDA,10.411,
Cyclisme-sur-piste,Sprint femmes,8,8,CAN,Kelsey MITCHELL,10.285,
Cyclisme-sur-piste,Sprint femmes,9,9,FRA,Mathilde GROS,10.182,
Cyclisme-sur-piste,Sprint femmes,10,10,JPN,Mina SATO,10.257,
Cyclisme-sur-piste,Sprint femmes,11,11,NZL,Shaane FULTON,10.281,
Cyclisme-sur-piste,Sprint femmes,12,12,AUS,Kristina CLONAN,10.310,
Cyclisme-sur-piste,Sprint femmes,13,13,CAN,Lauriane GENEST,10.310,
Cyclisme-sur-piste,Sprint femmes,14,14,NED,Steffie VAN DER PEET,10.479,
Cyclisme-sur-piste,Sprint femmes,15,15,MEX,Luz Daniela GAXIOLA GONZALEZ,10.581,
Cyclisme-sur-piste,Sprint femmes,16,16,FRA,Taky Marie Divine KOUAME,10.634,
Cyclisme-sur-piste,Sprint femmes,17,17,COL,Stefany Lorena CUADRADO FLOREZ,10.508,
Cyclisme-sur-piste,Sprint femmes,18,18,ITA,Miriam VECE,10.560,
Cyclisme-sur-piste,Sprint femmes,19,19,MEX,Yuli VERDUGO OSUNA,10.637,
Cyclisme-sur-piste,Sprint femmes,20,20,JPN,Riyu OHTA,10.659,
Cyclisme-sur-piste,Sprint femmes,21,21,MAS,Nurul Izzah Izzati MOHD ASRI,10.709,
Cyclisme-sur-piste,Sprint femmes,22,22,CHN,Shanju BAO,10.744,
Cyclisme-sur-piste,Sprint femmes,23,23,POL,Marlena KARWACKA,10.758,
Cyclisme-sur-piste,Sprint femmes,24,24,BEL,Julie NICOLAES,10.809,
Cyclisme-sur-piste,Sprint femmes,25,25,POL,Nikola SIBIAK,10.945,
Cyclisme-sur-piste,Sprint femmes,26,26,ITA,Sara FIORIN,11.085,
Cyclisme-sur-piste,Sprint femmes,27,27,AUS,Chloe MORAN,11.112,
Cyclisme-sur-piste,Sprint femmes,28,28,NGR,Ese Lovina UKPESERAYE,11.652,
Cyclisme-sur-piste,Sprint femmes,29,,BEL,Nicky DEGRENDELE,N'a pas débuté,
Cyclisme-sur-piste,Sprint femmes,30,,CHN,Liying YUAN,N'a pas débuté,
Aviron,Quatre de couple femmes,1,O,N/A,Grande-Bretagne,,
Aviron,Quatre de couple femmes,2,A,N/A,Pays-Bas,,
Aviron,Quatre de couple femmes,3,B,N/A,Allemagne,,
Aviron,Quatre de couple femmes,4,4,N/A,Suisse,,
Aviron,Quatre de couple femmes,5,5,N/A,Ukraine,,
Aviron,Quatre de couple femmes,6,6,N/A,République populaire de Chine,,
Aviron,Quatre de couple femmes,7,7,N/A,Roumanie,,
Aviron,Quatre de couple femmes,8,8,N/A,Australie,,
Aviron,Quatre de couple femmes,9,9,N/A,États-Unis d'Amérique,,
Tir,Skeet equipes mixtes,1,O,ITA,Diana BACOSI / Gabriele ROSSETTI,45,
Tir,Skeet equipes mixtes,2,A,USA,Austen Jewell SMITH / Vincent HANCOCK,44,
Tir,Skeet equipes mixtes,3,B,CHN,Yiting JIANG / Jianlin LYU,,
Tir,Skeet equipes mixtes,4,4,IND,Maheshwari CHAUHAN / Anant Jeet Singh NARUKA,,
Tir,Skeet equipes mixtes,5,5,ITA,Martina BARTOLOMEI / Tammaro CASSANDRO,,
Tir,Skeet equipes mixtes,6,6,USA,Dania VIZZI / Conner Lynn PRINCE,,
Tir,Skeet equipes mixtes,7,7,KOR,Kookhee JANG / Minsu KIM,,
Tir,Skeet equipes mixtes,8,8,CZE,Barbora SUMOVA / Jakub TOMECEK,,
Tir,Skeet equipes mixtes,9,9,FRA,Lucie ANASTASSIOU / Eric DELAUNAY,,
Tir,Skeet equipes mixtes,10,10,GER,Nele WISSMER / Sven KORTE,,
Tir,Skeet equipes mixtes,11,11,AUS,Aislin JONES / Joshua BELL,,
Tir,Skeet equipes mixtes,12,12,KAZ,Assem ORYNBAY / Eduard YECHSHENKO,,
Tir,Skeet equipes mixtes,13,=13,GRE,Emmanouela KATZOURAKI / Efthimios MITAS,,
Tir,Skeet equipes mixtes,14,=13,PER,Daniella BORDA OLAECHEA / Nicolas PACHECO ESPINOSA,,
Tir,Skeet equipes mixtes,15,15,SWE,Victoria LARSSON / Marcus SVENSSON,,
Athletisme,100m femmes,1,O,LCA,Julien ALFRED,10.72,
Athletisme,100m femmes,2,A,USA,Sha'Carri RICHARDSON,10.87,
Athletisme,100m femmes,3,B,USA,Melissa JEFFERSON,10.92,
Athletisme,100m femmes,4,4,GBR,Daryll NEITA,10.96,
Athletisme,100m femmes,5,5,USA,Twanisha TERRY,10.97,
Athletisme,100m femmes,6,6,SUI,Mujinga KAMBUNDJI,10.99,
Athletisme,100m femmes,7,7,JAM,Tia CLAYTON,11.04,
Athletisme,100m femmes,8,8,CIV,Marie-Josee TA LOU,13.84,
Athletisme,100m femmes,9,,GRN,Halle HAZZARD,,
Athletisme,100m femmes,10,,SLE,Georgiana SESAY,,
Athletisme,100m femmes,11,,AUS,Bree MASTERS,,
Athletisme,100m femmes,12,,GEQ,Sefora ADA ETO,,
Athletisme,100m femmes,13,,GBR,Dina ASHER-SMITH,,
Athletisme,100m femmes,14,,MEX,Cecilia TAMAYO GARZA,,
Athletisme,100m femmes,15,,TTO,Michelle-Lee AHYE,,
Athletisme,100m femmes,16,,PAK,Faiqa RIAZ,,
Athletisme,100m femmes,17,,CIV,Maboundou KONE,,
Athletisme,100m femmes,18,,CAN,Audrey LEDUC,,
Athletisme,100m femmes,19,,SSD,Lucia MORIS,,
Athletisme,100m femmes,20,,GUM,Regine TUGADE,,
Athletisme,100m femmes,21,,NZL,Zoe HOBBS,,
Athletisme,100m femmes,22,,GEO,Lika KHARCHILAVA,,
Athletisme,100m femmes,23,,ECU,Angela TENORIO,,
Athletisme,100m femmes,24,,NIG,Samira AWALI BOUBACAR,,
Athletisme,100m femmes,25,,AFG,Kimia YOUSOFI,,
Athletisme,100m femmes,26,,SUI,Geraldine FREY,,
Athletisme,100m femmes,27,,MAW,Asimenye SIMWAKA,,
Athletisme,100m femmes,28,,GUA,Mariandree CHACON,,
Athletisme,100m femmes,29,,SGP,Veronica Shanti PEREIRA,,
Athletisme,100m femmes,30,,TOG,Naomi AKAKPO,,
Athletisme,100m femmes,31,,GAM,Gina BASS,,
Athletisme,100m femmes,32,,POR,Lorene BAZOLO,,
Athletisme,100m femmes,33,,ASA,Filomenaleonisa IAKOPO,,
Athletisme,100m femmes,34,,CGO,Natacha NGOYE AKAMABI,,
Athletisme,100m femmes,35,,FIN,Lotta KEMPPINEN,,
Athletisme,100m femmes,36,,GBR,Imani LANSIQUOT,,
Athletisme,100m femmes,37,,SYR,Alisar YOUSSEF,,
Athletisme,100m femmes,38,,STP,Gorete SEMEDO,,
Athletisme,100m femmes,39,,LBR,Thelma DAVIES,,
Athletisme,100m femmes,40,,NCA,Maria CARMONA,,
Athletisme,100m femmes,41,,LUX,Patrizia VAN DER WEKEN,,
Athletisme,100m femmes,42,,BRA,Vitoria Cristina ROSA,,
Athletisme,100m femmes,43,,BRA,Ana Carolina AZEVEDO,,
Athletisme,100m femmes,44,,SVK,Viktoria FORSTER,,
Athletisme,100m femmes,45,,SUI,Salome KORA,,
Athletisme,100m femmes,46,,TPE,Bo-Ya ZHANG,,
Athletisme,100m femmes,47,,FRA,Gemima JOSEPH,,
Athletisme,100m femmes,48,,GER,Gina LUCKENKEMPER,,
Athletisme,100m femmes,49,,GER,Rebekka HAASE,,
Athletisme,100m femmes,50,,SOL,Sharon FIRISUA,,
Athletisme,100m femmes,51,,HUN,Boglarka TAKACS,,
Athletisme,100m femmes,52,,PUR,Gladymar TORRES,,
Athletisme,100m femmes,53,,BEL,Delphine NKANSA,,
Athletisme,100m femmes,54,,CYP,Olivia FOTOPOULOU,,
Athletisme,100m femmes,55,,PAR,Xenia HIEBERT,,
Athletisme,100m femmes,56,,MON,Marie-Charlotte GASTAUD,,
Athletisme,100m femmes,57,,NGR,Rosemary CHUKWUMA,,
Athletisme,100m femmes,58,,MTN,Salam Bouha AHAMDY,,
Athletisme,100m femmes,59,,BAR,Tristan EVELYN,,
Athletisme,100m femmes,60,,POL,Magdalena STEFANOWICZ,,
Athletisme,100m femmes,61,,UAE,Mariam KAREEM,,
Athletisme,100m femmes,62,,LBR,Destiny SMITH-BARNETT,,
Athletisme,100m femmes,63,,VAN,Chloe DAVID,,
Athletisme,100m femmes,64,,GUI,Safiatou ACQUAVIVA,,
Athletisme,100m femmes,65,,JAM,Shelly-Ann FRASER-PRYCE,,
Athletisme,100m femmes,66,,VIE,Thi Nhi Yen TRAN,,
Athletisme,100m femmes,67,,CUB,Yunisleidy GARCIA ABREU,,
Athletisme,100m femmes,68,,CZE,Karolina MANASOVA,,
Athletisme,100m femmes,69,,POL,Ewa SWOBODA,,
Athletisme,100m femmes,70,,QAT,Shahd MOHAMED,,
Athletisme,100m femmes,71,,LAO,Silina PHA APHAY,,
Athletisme,100m femmes,72,,SKN,Zahria ALLERS-LIBURD,,
Athletisme,100m femmes,73,,PNG,Leonie BEU,,
Athletisme,100m femmes,74,,TKM,Valentina MEREDOVA,,
Athletisme,100m femmes,75,,BOL,Guadalupe TORREZ,,
Athletisme,100m femmes,76,,JAM,Sashalee FORBES,,
Athletisme,100m femmes,77,,PLW,Sydney FRANCISCO,,
Athletisme,100m femmes,78,,SMR,Alessandra GASPARELLI,,
Athletisme,100m femmes,79,,AUS,Ella CONNOLLY,,
Athletisme,100m femmes,80,,IRI,Fasihi FARZANEH,,
Athletisme,100m femmes,81,,GRE,Polyniki EMMANOUILIDOU,,
Athletisme,100m femmes,82,,BEL,Rani ROSIUS,,
Athletisme,100m femmes,83,,ITA,Zaynab DOSSO,,
Athletisme,100m femmes,84,,SWE,Julia HENRIKSSON,,
Athletisme,100m femmes,85,,CAN,Jacqueline MADOGO,,
Athletisme,100m femmes,86,,TTO,Leah BERTRAND,,
Athletisme,100m femmes,87,,OMA,Mazoon AL-ALAWI,,
Athletisme,100m femmes,88,,NGR,Tima Seikeseye GODBLESS,,
Athletisme,100m femmes,89,,TUV,Temalini MANATOA,,
Athletisme,100m femmes,90,,ANT,Joella LLOYD,,
Athletisme,100m femmes,91,,CHN,Manqi GE,,
Athletisme,100m hommes,1,O,USA,Noah LYLES,9.79,
Athletisme,100m hommes,2,A,JAM,Kishane THOMPSON,9.79,
Athletisme,100m hommes,3,B,USA,Fred KERLEY,9.81,
Athletisme,100m hommes,4,4,RSA,Akani SIMBINE,9.82,
Athletisme,100m hommes,5,5,ITA,Lamont Marcell JACOBS,9.85,
Athletisme,100m hommes,6,6,BOT,Letsile TEBOGO,9.86,
Athletisme,100m hommes,7,7,USA,Kenneth BEDNAREK,9.88,
Athletisme,100m hommes,8,8,JAM,Oblique SEVILLE,9.91,
Athletisme,100m hommes,9,,INA,Lalu Muhammad ZOHRI,,
Athletisme,100m hommes,10,,AUS,Rohan BROWNING,,
Athletisme,100m hommes,11,,HAI,Christopher BORZOR,,
Athletisme,100m hommes,12,,NGR,Favour Oghene Tejiri ASHE,,
Athletisme,100m hommes,13,,GAB,Wissy Frank HOYE YENDA MOUKOULA,,
Athletisme,100m hommes,14,,CAN,Andre DE GRASSE,,
Athletisme,100m hommes,15,,AFG,Sha Mahmood NOOR ZAHI,,
Athletisme,100m hommes,16,,TLS,Manuel ATAIDE,,
Athletisme,100m hommes,17,,GAM,Ebrima CAMARA,,
Athletisme,100m hommes,18,,MAD,Rija Vatomanga GARDINER,,
Athletisme,100m hommes,19,,ANT,Cejhae GREENE,,
Athletisme,100m hommes,20,,GER,Joshua HARTMANN,,
Athletisme,100m hommes,21,,MHL,William REED,,
Athletisme,100m hommes,22,,PAN,Arturo Harmodio DELISER ESPINOSA,,
Athletisme,100m hommes,23,,SWE,Henrik LARSSON,,
Athletisme,100m hommes,24,,AUS,Joshua AZZOPARDI,,
Athletisme,100m hommes,25,,OMA,Ali Anwar Ali AL BALUSHI,,
Athletisme,100m hommes,26,,BAH,Wanya MCCOY,,
Athletisme,100m hommes,27,,IRI,Hassan TAFTIAN,,
Athletisme,100m hommes,28,,ALB,Franko BURRAJ,,
Athletisme,100m hommes,29,,GBS,Seco CAMARA,,
Athletisme,100m hommes,30,,HON,Melique GARCIA,,
Athletisme,100m hommes,31,,HKG,Felix Chun Hei DIU,,
Athletisme,100m hommes,32,,DEN,Simon HANSEN,,
Athletisme,100m hommes,33,,CMR,Emmanuel ESEME,,
Athletisme,100m hommes,34,,AUT,Markus FUCHS,,
Athletisme,100m hommes,35,,BIZ,Shaun GILL,,
Athletisme,100m hommes,36,,GUY,Emanuel ARCHIBALD,,
Athletisme,100m hommes,37,,FSM,Scott James FITI,,
Athletisme,100m hommes,38,,COM,Hachim MAAROUFOU,,
Athletisme,100m hommes,39,,MAS,Muhd Azeem FAHMI,,
Athletisme,100m hommes,40,,LBA,Ahmed ESSABAI,,
Athletisme,100m hommes,41,,GHA,Abdul-Rasheed SAMINU,,
Athletisme,100m hommes,42,,BAN,Imranur RAHMAN,,
Athletisme,100m hommes,43,,SWZ,Sibusiso MATSENJWA,,
Athletisme,100m hommes,44,,CAY,Davonte HOWELL,,
Athletisme,100m hommes,45,,CIV,Arthur CISSE,,
Athletisme,100m hommes,46,,MLI,Fode SISSOKO,,
Athletisme,100m hommes,47,,SKN,Naquille HARRIS,,
Athletisme,100m hommes,48,,DOM,Jose GONZALEZ,,
Athletisme,100m hommes,49,,NRU,Winzar KAKIOUEA,,
Athletisme,100m hommes,50,,TUR,Kayhan OZER,,
Athletisme,100m hommes,51,,IRQ,Taha Hussein YASEEN,,
Athletisme,100m hommes,52,,BAH,Terrence JONES,,
Athletisme,100m hommes,53,,GBR,Zharnel HUGHES,,
Athletisme,100m hommes,54,,MRI,Gary Noa Jerrel BIBI,,
Athletisme,100m hommes,55,,RSA,Benjamin RICHARDSON,,
Athletisme,100m hommes,56,,BRA,Paulo Andre CAMILO,,
Athletisme,100m hommes,57,,BRA,Felipe BARDI,,
Athletisme,100m hommes,58,,SUR,Jalen LISSE,,
Athletisme,100m hommes,59,,MOZ,Steven SABINO,,
Athletisme,100m hommes,60,,FIJ,Waisake TEWA,,
Athletisme,100m hommes,61,,KEN,Ferdinand OMANYALA,,
Athletisme,100m hommes,62,,COL,Ronal LONGA,,
Athletisme,100m hommes,63,,JPN,Akihiro HIGASHIDA,,
Athletisme,100m hommes,64,,GBR,Louie HINCHLIFFE,,
Athletisme,100m hommes,65,,ITA,Chituru ALI,,
Athletisme,100m hommes,66,,GEQ,Remigio SANTANDER VILLARUBIA,,
Athletisme,100m hommes,67,,BRA,Erik CARDOSO,,
